#Station Number:A02170
#Station Name:Sacramento River at Fremont Weir (West End)
#Station Type:Surface Water
#Parameter:Stage
#Output Interval (Unit of Measure):Raw  (FOOT)
#Output Date Range:Water Year (10/1 - 9/30)
#Start and End Date of Output Date Range:10/01/2020 - 08/18/2021
#Query Date and Time:10/19/2021 12:07:51
Date Time,Stage Raw  (FOOT),Quality Code
10/01/2020 17:15:00,13.5,1: Good data
10/01/2020 17:30:00,13.49,1: Good data
10/01/2020 17:45:00,13.5,1: Good data
10/01/2020 18:00:00,13.5,1: Good data
10/01/2020 18:15:00,13.49,1: Good data
10/01/2020 18:30:00,13.49,1: Good data
10/01/2020 18:45:00,13.5,1: Good data
10/01/2020 19:00:00,13.49,1: Good data
10/01/2020 19:15:00,13.5,1: Good data
10/01/2020 19:30:00,13.49,1: Good data
10/01/2020 19:45:00,13.49,1: Good data
10/01/2020 20:00:00,13.48,1: Good data
10/01/2020 20:15:00,13.48,1: Good data
10/01/2020 20:30:00,13.5,1: Good data
10/01/2020 20:45:00,13.49,1: Good data
10/01/2020 21:00:00,13.49,1: Good data
10/01/2020 21:15:00,13.49,1: Good data
10/01/2020 21:30:00,13.5,1: Good data
10/01/2020 21:45:00,13.5,1: Good data
10/01/2020 22:00:00,13.49,1: Good data
10/01/2020 22:15:00,13.49,1: Good data
10/01/2020 22:30:00,13.5,1: Good data
10/01/2020 22:45:00,13.5,1: Good data
10/01/2020 23:00:00,13.51,1: Good data
10/01/2020 23:15:00,13.51,1: Good data
10/01/2020 23:30:00,13.51,1: Good data
10/01/2020 23:45:00,13.51,1: Good data
10/02/2020 00:00:00,13.52,1: Good data
10/02/2020 00:15:00,13.51,1: Good data
10/02/2020 00:30:00,13.52,1: Good data
10/02/2020 00:45:00,13.52,1: Good data
10/02/2020 01:00:00,13.53,1: Good data
10/02/2020 01:15:00,13.52,1: Good data
10/02/2020 01:30:00,13.53,1: Good data
10/02/2020 01:45:00,13.52,1: Good data
10/02/2020 02:00:00,13.52,1: Good data
10/02/2020 02:15:00,13.53,1: Good data
10/02/2020 02:30:00,13.52,1: Good data
10/02/2020 02:45:00,13.53,1: Good data
10/02/2020 03:00:00,13.52,1: Good data
10/02/2020 03:15:00,13.51,1: Good data
10/02/2020 03:30:00,13.52,1: Good data
10/02/2020 03:45:00,13.52,1: Good data
10/02/2020 04:00:00,13.52,1: Good data
10/02/2020 04:15:00,13.52,1: Good data
10/02/2020 04:30:00,13.52,1: Good data
10/02/2020 04:45:00,13.51,1: Good data
10/02/2020 05:00:00,13.51,1: Good data
10/02/2020 05:15:00,13.49,1: Good data
10/02/2020 05:30:00,13.49,1: Good data
10/02/2020 05:45:00,13.49,1: Good data
10/02/2020 06:00:00,13.48,1: Good data
10/02/2020 06:15:00,13.47,1: Good data
10/02/2020 06:30:00,13.48,1: Good data
10/02/2020 06:45:00,13.48,1: Good data
10/02/2020 07:00:00,13.48,1: Good data
10/02/2020 07:15:00,13.47,1: Good data
10/02/2020 07:30:00,13.47,1: Good data
10/02/2020 07:45:00,13.46,1: Good data
10/02/2020 08:00:00,13.46,1: Good data
10/02/2020 08:15:00,13.45,1: Good data
10/02/2020 08:30:00,13.46,1: Good data
10/02/2020 08:45:00,13.45,1: Good data
10/02/2020 09:00:00,13.45,1: Good data
10/02/2020 09:15:00,13.45,1: Good data
10/02/2020 09:30:00,13.44,1: Good data
10/02/2020 09:45:00,13.45,1: Good data
10/02/2020 10:00:00,13.44,1: Good data
10/02/2020 10:15:00,13.44,1: Good data
10/02/2020 10:30:00,13.44,1: Good data
10/02/2020 10:45:00,13.44,1: Good data
10/02/2020 11:00:00,13.44,1: Good data
10/02/2020 11:15:00,13.45,1: Good data
10/02/2020 11:30:00,13.44,1: Good data
10/02/2020 11:45:00,13.44,1: Good data
10/02/2020 12:00:00,13.44,1: Good data
10/02/2020 12:15:00,13.44,1: Good data
10/02/2020 12:30:00,13.45,1: Good data
10/02/2020 12:45:00,13.44,1: Good data
10/02/2020 13:00:00,13.44,1: Good data
10/02/2020 13:15:00,13.44,1: Good data
10/02/2020 13:30:00,13.44,1: Good data
10/02/2020 13:45:00,13.44,1: Good data
10/02/2020 14:00:00,13.44,1: Good data
10/02/2020 14:15:00,13.44,1: Good data
10/02/2020 14:30:00,13.44,1: Good data
10/02/2020 14:45:00,13.43,1: Good data
10/02/2020 15:00:00,13.43,1: Good data
10/02/2020 15:15:00,13.44,1: Good data
10/02/2020 15:30:00,13.43,1: Good data
10/02/2020 15:45:00,13.43,1: Good data
10/02/2020 16:00:00,13.42,1: Good data
10/02/2020 16:15:00,13.43,1: Good data
10/02/2020 16:30:00,13.42,1: Good data
10/02/2020 16:45:00,13.42,1: Good data
10/02/2020 17:00:00,13.42,1: Good data
10/02/2020 17:15:00,13.42,1: Good data
10/02/2020 17:30:00,13.43,1: Good data
10/02/2020 17:45:00,13.42,1: Good data
10/02/2020 18:00:00,13.42,1: Good data
10/02/2020 18:15:00,13.42,1: Good data
10/02/2020 18:30:00,13.41,1: Good data
10/02/2020 18:45:00,13.41,1: Good data
10/02/2020 19:00:00,13.41,1: Good data
10/02/2020 19:15:00,13.4,1: Good data
10/02/2020 19:30:00,13.4,1: Good data
10/02/2020 19:45:00,13.41,1: Good data
10/02/2020 20:00:00,13.4,1: Good data
10/02/2020 20:15:00,13.4,1: Good data
10/02/2020 20:30:00,13.4,1: Good data
10/02/2020 20:45:00,13.41,1: Good data
10/02/2020 21:00:00,13.4,1: Good data
10/02/2020 21:15:00,13.4,1: Good data
10/02/2020 21:30:00,13.4,1: Good data
10/02/2020 21:45:00,13.4,1: Good data
10/02/2020 22:00:00,13.4,1: Good data
10/02/2020 22:15:00,13.39,1: Good data
10/02/2020 22:30:00,13.4,1: Good data
10/02/2020 22:45:00,13.4,1: Good data
10/02/2020 23:00:00,13.41,1: Good data
10/02/2020 23:15:00,13.4,1: Good data
10/02/2020 23:30:00,13.41,1: Good data
10/02/2020 23:45:00,13.41,1: Good data
10/03/2020 00:00:00,13.41,1: Good data
10/03/2020 00:15:00,13.42,1: Good data
10/03/2020 00:30:00,13.42,1: Good data
10/03/2020 00:45:00,13.41,1: Good data
10/03/2020 01:00:00,13.42,1: Good data
10/03/2020 01:15:00,13.42,1: Good data
10/03/2020 01:30:00,13.42,1: Good data
10/03/2020 01:45:00,13.42,1: Good data
10/03/2020 02:00:00,13.42,1: Good data
10/03/2020 02:15:00,13.42,1: Good data
10/03/2020 02:30:00,13.42,1: Good data
10/03/2020 02:45:00,13.42,1: Good data
10/03/2020 03:00:00,13.42,1: Good data
10/03/2020 03:15:00,13.41,1: Good data
10/03/2020 03:30:00,13.42,1: Good data
10/03/2020 03:45:00,13.41,1: Good data
10/03/2020 04:00:00,13.42,1: Good data
10/03/2020 04:15:00,13.42,1: Good data
10/03/2020 04:30:00,13.41,1: Good data
10/03/2020 04:45:00,13.41,1: Good data
10/03/2020 05:00:00,13.41,1: Good data
10/03/2020 05:15:00,13.4,1: Good data
10/03/2020 05:30:00,13.4,1: Good data
10/03/2020 05:45:00,13.4,1: Good data
10/03/2020 06:00:00,13.39,1: Good data
10/03/2020 06:15:00,13.39,1: Good data
10/03/2020 06:30:00,13.37,1: Good data
10/03/2020 06:45:00,13.37,1: Good data
10/03/2020 07:00:00,13.37,1: Good data
10/03/2020 07:15:00,13.36,1: Good data
10/03/2020 07:30:00,13.36,1: Good data
10/03/2020 07:45:00,13.36,1: Good data
10/03/2020 08:00:00,13.36,1: Good data
10/03/2020 08:15:00,13.35,1: Good data
10/03/2020 08:30:00,13.34,1: Good data
10/03/2020 08:45:00,13.35,1: Good data
10/03/2020 09:00:00,13.35,1: Good data
10/03/2020 09:15:00,13.34,1: Good data
10/03/2020 09:30:00,13.34,1: Good data
10/03/2020 09:45:00,13.34,1: Good data
10/03/2020 10:00:00,13.34,1: Good data
10/03/2020 10:15:00,13.34,1: Good data
10/03/2020 10:30:00,13.33,1: Good data
10/03/2020 10:45:00,13.29,1: Good data
10/03/2020 11:00:00,13.33,1: Good data
10/03/2020 11:15:00,13.32,1: Good data
10/03/2020 11:30:00,13.32,1: Good data
10/03/2020 11:45:00,13.33,1: Good data
10/03/2020 12:00:00,13.32,1: Good data
10/03/2020 12:15:00,13.32,1: Good data
10/03/2020 12:30:00,13.32,1: Good data
10/03/2020 12:45:00,13.32,1: Good data
10/03/2020 13:00:00,13.32,1: Good data
10/03/2020 13:15:00,13.32,1: Good data
10/03/2020 13:30:00,13.31,1: Good data
10/03/2020 13:45:00,13.3,1: Good data
10/03/2020 14:00:00,13.31,1: Good data
10/03/2020 14:15:00,13.3,1: Good data
10/03/2020 14:30:00,13.3,1: Good data
10/03/2020 14:45:00,13.29,1: Good data
10/03/2020 15:00:00,13.29,1: Good data
10/03/2020 15:15:00,13.3,1: Good data
10/03/2020 15:30:00,13.29,1: Good data
10/03/2020 15:45:00,13.29,1: Good data
10/03/2020 16:00:00,13.28,1: Good data
10/03/2020 16:15:00,13.28,1: Good data
10/03/2020 16:30:00,13.27,1: Good data
10/03/2020 16:45:00,13.28,1: Good data
10/03/2020 17:00:00,13.28,1: Good data
10/03/2020 17:15:00,13.27,1: Good data
10/03/2020 17:30:00,13.27,1: Good data
10/03/2020 17:45:00,13.27,1: Good data
10/03/2020 18:00:00,13.26,1: Good data
10/03/2020 18:15:00,13.26,1: Good data
10/03/2020 18:30:00,13.25,1: Good data
10/03/2020 18:45:00,13.26,1: Good data
10/03/2020 19:00:00,13.25,1: Good data
10/03/2020 19:15:00,13.24,1: Good data
10/03/2020 19:30:00,13.25,1: Good data
10/03/2020 19:45:00,13.25,1: Good data
10/03/2020 20:00:00,13.25,1: Good data
10/03/2020 20:15:00,13.24,1: Good data
10/03/2020 20:30:00,13.25,1: Good data
10/03/2020 20:45:00,13.25,1: Good data
10/03/2020 21:00:00,13.24,1: Good data
10/03/2020 21:15:00,13.24,1: Good data
10/03/2020 21:30:00,13.23,1: Good data
10/03/2020 21:45:00,13.24,1: Good data
10/03/2020 22:00:00,13.23,1: Good data
10/03/2020 22:15:00,13.24,1: Good data
10/03/2020 22:30:00,13.24,1: Good data
10/03/2020 22:45:00,13.24,1: Good data
10/03/2020 23:00:00,13.25,1: Good data
10/03/2020 23:15:00,13.25,1: Good data
10/03/2020 23:30:00,13.24,1: Good data
10/03/2020 23:45:00,13.24,1: Good data
10/04/2020 00:00:00,13.24,1: Good data
10/04/2020 00:15:00,13.24,1: Good data
10/04/2020 00:30:00,13.24,1: Good data
10/04/2020 00:45:00,13.24,1: Good data
10/04/2020 01:00:00,13.25,1: Good data
10/04/2020 01:15:00,13.24,1: Good data
10/04/2020 01:30:00,13.25,1: Good data
10/04/2020 01:45:00,13.24,1: Good data
10/04/2020 02:00:00,13.24,1: Good data
10/04/2020 02:15:00,13.24,1: Good data
10/04/2020 02:30:00,13.24,1: Good data
10/04/2020 02:45:00,13.24,1: Good data
10/04/2020 03:00:00,13.24,1: Good data
10/04/2020 03:15:00,13.23,1: Good data
10/04/2020 03:30:00,13.24,1: Good data
10/04/2020 03:45:00,13.24,1: Good data
10/04/2020 04:00:00,13.23,1: Good data
10/04/2020 04:15:00,13.23,1: Good data
10/04/2020 04:30:00,13.23,1: Good data
10/04/2020 04:45:00,13.23,1: Good data
10/04/2020 05:00:00,13.23,1: Good data
10/04/2020 05:15:00,13.23,1: Good data
10/04/2020 05:30:00,13.22,1: Good data
10/04/2020 05:45:00,13.22,1: Good data
10/04/2020 06:00:00,13.22,1: Good data
10/04/2020 06:15:00,13.22,1: Good data
10/04/2020 06:30:00,13.21,1: Good data
10/04/2020 06:45:00,13.22,1: Good data
10/04/2020 07:00:00,13.21,1: Good data
10/04/2020 07:15:00,13.22,1: Good data
10/04/2020 07:30:00,13.21,1: Good data
10/04/2020 07:45:00,13.2,1: Good data
10/04/2020 08:00:00,13.21,1: Good data
10/04/2020 08:15:00,13.2,1: Good data
10/04/2020 08:30:00,13.2,1: Good data
10/04/2020 08:45:00,13.2,1: Good data
10/04/2020 09:00:00,13.19,1: Good data
10/04/2020 09:15:00,13.19,1: Good data
10/04/2020 09:30:00,13.19,1: Good data
10/04/2020 09:45:00,13.19,1: Good data
10/04/2020 10:00:00,13.18,1: Good data
10/04/2020 10:15:00,13.17,1: Good data
10/04/2020 10:30:00,13.19,1: Good data
10/04/2020 10:45:00,13.19,1: Good data
10/04/2020 11:00:00,13.19,1: Good data
10/04/2020 11:15:00,13.18,1: Good data
10/04/2020 11:30:00,13.18,1: Good data
10/04/2020 11:45:00,13.18,1: Good data
10/04/2020 12:00:00,13.2,1: Good data
10/04/2020 12:15:00,13.19,1: Good data
10/04/2020 12:30:00,13.18,1: Good data
10/04/2020 12:45:00,13.19,1: Good data
10/04/2020 13:00:00,13.17,1: Good data
10/04/2020 13:15:00,13.17,1: Good data
10/04/2020 13:30:00,13.17,1: Good data
10/04/2020 13:45:00,13.16,1: Good data
10/04/2020 14:00:00,13.17,1: Good data
10/04/2020 14:15:00,13.17,1: Good data
10/04/2020 14:30:00,13.17,1: Good data
10/04/2020 14:45:00,13.16,1: Good data
10/04/2020 15:00:00,13.16,1: Good data
10/04/2020 15:15:00,13.16,1: Good data
10/04/2020 15:30:00,13.16,1: Good data
10/04/2020 15:45:00,13.16,1: Good data
10/04/2020 16:00:00,13.15,1: Good data
10/04/2020 16:15:00,13.16,1: Good data
10/04/2020 16:30:00,13.15,1: Good data
10/04/2020 16:45:00,13.14,1: Good data
10/04/2020 17:00:00,13.13,1: Good data
10/04/2020 17:15:00,13.14,1: Good data
10/04/2020 17:30:00,13.14,1: Good data
10/04/2020 17:45:00,13.13,1: Good data
10/04/2020 18:00:00,13.13,1: Good data
10/04/2020 18:15:00,13.13,1: Good data
10/04/2020 18:30:00,13.12,1: Good data
10/04/2020 18:45:00,13.13,1: Good data
10/04/2020 19:00:00,13.12,1: Good data
10/04/2020 19:15:00,13.12,1: Good data
10/04/2020 19:30:00,13.12,1: Good data
10/04/2020 19:45:00,13.11,1: Good data
10/04/2020 20:00:00,13.12,1: Good data
10/04/2020 20:15:00,13.11,1: Good data
10/04/2020 20:30:00,13.11,1: Good data
10/04/2020 20:45:00,13.11,1: Good data
10/04/2020 21:00:00,13.12,1: Good data
10/04/2020 21:15:00,13.13,1: Good data
10/04/2020 21:30:00,13.14,1: Good data
10/04/2020 21:45:00,13.14,1: Good data
10/04/2020 22:00:00,13.14,1: Good data
10/04/2020 22:15:00,13.14,1: Good data
10/04/2020 22:30:00,13.15,1: Good data
10/04/2020 22:45:00,13.15,1: Good data
10/04/2020 23:00:00,13.15,1: Good data
10/04/2020 23:15:00,13.15,1: Good data
10/04/2020 23:30:00,13.16,1: Good data
10/04/2020 23:45:00,13.16,1: Good data
10/05/2020 00:00:00,13.16,1: Good data
10/05/2020 00:15:00,13.16,1: Good data
10/05/2020 00:30:00,13.16,1: Good data
10/05/2020 00:45:00,13.17,1: Good data
10/05/2020 01:00:00,13.16,1: Good data
10/05/2020 01:15:00,13.16,1: Good data
10/05/2020 01:30:00,13.16,1: Good data
10/05/2020 01:45:00,13.17,1: Good data
10/05/2020 02:00:00,13.17,1: Good data
10/05/2020 02:15:00,13.17,1: Good data
10/05/2020 02:30:00,13.17,1: Good data
10/05/2020 02:45:00,13.18,1: Good data
10/05/2020 03:00:00,13.17,1: Good data
10/05/2020 03:15:00,13.18,1: Good data
10/05/2020 03:30:00,13.18,1: Good data
10/05/2020 03:45:00,13.18,1: Good data
10/05/2020 04:00:00,13.18,1: Good data
10/05/2020 04:15:00,13.17,1: Good data
10/05/2020 04:30:00,13.17,1: Good data
10/05/2020 04:45:00,13.16,1: Good data
10/05/2020 05:00:00,13.16,1: Good data
10/05/2020 05:15:00,13.15,1: Good data
10/05/2020 05:30:00,13.14,1: Good data
10/05/2020 05:45:00,13.14,1: Good data
10/05/2020 06:00:00,13.15,1: Good data
10/05/2020 06:15:00,13.14,1: Good data
10/05/2020 06:30:00,13.13,1: Good data
10/05/2020 06:45:00,13.13,1: Good data
10/05/2020 07:00:00,13.13,1: Good data
10/05/2020 07:15:00,13.12,1: Good data
10/05/2020 07:30:00,13.12,1: Good data
10/05/2020 07:45:00,13.11,1: Good data
10/05/2020 08:00:00,13.11,1: Good data
10/05/2020 08:15:00,13.1,1: Good data
10/05/2020 08:30:00,13.11,1: Good data
10/05/2020 08:45:00,13.1,1: Good data
10/05/2020 09:00:00,13.1,1: Good data
10/05/2020 09:15:00,13.1,1: Good data
10/05/2020 09:30:00,13.09,1: Good data
10/05/2020 09:45:00,13.09,1: Good data
10/05/2020 10:00:00,13.09,1: Good data
10/05/2020 10:15:00,13.09,1: Good data
10/05/2020 10:30:00,13.08,1: Good data
10/05/2020 10:45:00,13.08,1: Good data
10/05/2020 11:00:00,13.08,1: Good data
10/05/2020 11:15:00,13.09,1: Good data
10/05/2020 11:30:00,13.07,1: Good data
10/05/2020 11:45:00,13.08,1: Good data
10/05/2020 12:00:00,13.08,1: Good data
10/05/2020 12:15:00,13.07,1: Good data
10/05/2020 12:30:00,13.08,1: Good data
10/05/2020 12:45:00,13.08,1: Good data
10/05/2020 13:00:00,13.08,1: Good data
10/05/2020 13:15:00,13.08,1: Good data
10/05/2020 13:30:00,13.08,1: Good data
10/05/2020 13:45:00,13.07,1: Good data
10/05/2020 14:00:00,13.08,1: Good data
10/05/2020 14:15:00,13.09,1: Good data
10/05/2020 14:30:00,13.07,1: Good data
10/05/2020 14:45:00,13.08,1: Good data
10/05/2020 15:00:00,13.07,1: Good data
10/05/2020 15:15:00,13.09,1: Good data
10/05/2020 15:30:00,13.07,1: Good data
10/05/2020 15:45:00,13.08,1: Good data
10/05/2020 16:00:00,13.08,1: Good data
10/05/2020 16:15:00,13.07,1: Good data
10/05/2020 16:30:00,13.08,1: Good data
10/05/2020 16:45:00,13.08,1: Good data
10/05/2020 17:00:00,13.08,1: Good data
10/05/2020 17:15:00,13.08,1: Good data
10/05/2020 17:30:00,13.08,1: Good data
10/05/2020 17:45:00,13.08,1: Good data
10/05/2020 18:00:00,13.08,1: Good data
10/05/2020 18:15:00,13.08,1: Good data
10/05/2020 18:30:00,13.08,1: Good data
10/05/2020 18:45:00,13.08,1: Good data
10/05/2020 19:00:00,13.08,1: Good data
10/05/2020 19:15:00,13.08,1: Good data
10/05/2020 19:30:00,13.08,1: Good data
10/05/2020 19:45:00,13.08,1: Good data
10/05/2020 20:00:00,13.08,1: Good data
10/05/2020 20:15:00,13.08,1: Good data
10/05/2020 20:30:00,13.09,1: Good data
10/05/2020 20:45:00,13.09,1: Good data
10/05/2020 21:00:00,13.09,1: Good data
10/05/2020 21:15:00,13.09,1: Good data
10/05/2020 21:30:00,13.09,1: Good data
10/05/2020 21:45:00,13.09,1: Good data
10/05/2020 22:00:00,13.11,1: Good data
10/05/2020 22:15:00,13.11,1: Good data
10/05/2020 22:30:00,13.12,1: Good data
10/05/2020 22:45:00,13.12,1: Good data
10/05/2020 23:00:00,13.13,1: Good data
10/05/2020 23:15:00,13.14,1: Good data
10/05/2020 23:30:00,13.14,1: Good data
10/05/2020 23:45:00,13.14,1: Good data
10/06/2020 00:00:00,13.15,1: Good data
10/06/2020 00:15:00,13.16,1: Good data
10/06/2020 00:30:00,13.17,1: Good data
10/06/2020 00:45:00,13.16,1: Good data
10/06/2020 01:00:00,13.17,1: Good data
10/06/2020 01:15:00,13.17,1: Good data
10/06/2020 01:30:00,13.17,1: Good data
10/06/2020 01:45:00,13.18,1: Good data
10/06/2020 02:00:00,13.18,1: Good data
10/06/2020 02:15:00,13.19,1: Good data
10/06/2020 02:30:00,13.19,1: Good data
10/06/2020 02:45:00,13.19,1: Good data
10/06/2020 03:00:00,13.2,1: Good data
10/06/2020 03:15:00,13.2,1: Good data
10/06/2020 03:30:00,13.2,1: Good data
10/06/2020 03:45:00,13.21,1: Good data
10/06/2020 04:00:00,13.2,1: Good data
10/06/2020 04:15:00,13.22,1: Good data
10/06/2020 04:30:00,13.22,1: Good data
10/06/2020 04:45:00,13.21,1: Good data
10/06/2020 05:00:00,13.21,1: Good data
10/06/2020 05:15:00,13.2,1: Good data
10/06/2020 05:30:00,13.2,1: Good data
10/06/2020 05:45:00,13.21,1: Good data
10/06/2020 06:00:00,13.2,1: Good data
10/06/2020 06:15:00,13.2,1: Good data
10/06/2020 06:30:00,13.2,1: Good data
10/06/2020 06:45:00,13.19,1: Good data
10/06/2020 07:00:00,13.19,1: Good data
10/06/2020 07:15:00,13.19,1: Good data
10/06/2020 07:30:00,13.19,1: Good data
10/06/2020 07:45:00,13.19,1: Good data
10/06/2020 08:00:00,13.19,1: Good data
10/06/2020 08:15:00,13.19,1: Good data
10/06/2020 08:30:00,13.18,1: Good data
10/06/2020 08:45:00,13.19,1: Good data
10/06/2020 09:00:00,13.18,1: Good data
10/06/2020 09:15:00,13.18,1: Good data
10/06/2020 09:30:00,13.17,1: Good data
10/06/2020 09:45:00,13.18,1: Good data
10/06/2020 10:00:00,13.18,1: Good data
10/06/2020 10:15:00,13.17,1: Good data
10/06/2020 10:30:00,13.18,1: Good data
10/06/2020 10:45:00,13.17,1: Good data
10/06/2020 11:00:00,13.18,1: Good data
10/06/2020 11:15:00,13.16,1: Good data
10/06/2020 11:30:00,13.16,1: Good data
10/06/2020 11:45:00,13.17,1: Good data
10/06/2020 12:00:00,13.18,1: Good data
10/06/2020 12:15:00,13.16,1: Good data
10/06/2020 12:30:00,13.16,1: Good data
10/06/2020 12:45:00,13.16,1: Good data
10/06/2020 13:00:00,13.16,1: Good data
10/06/2020 13:15:00,13.16,1: Good data
10/06/2020 13:30:00,13.16,1: Good data
10/06/2020 13:45:00,13.16,1: Good data
10/06/2020 14:00:00,13.15,1: Good data
10/06/2020 14:15:00,13.16,1: Good data
10/06/2020 14:30:00,13.15,1: Good data
10/06/2020 14:45:00,13.15,1: Good data
10/06/2020 15:00:00,13.15,1: Good data
10/06/2020 15:15:00,13.14,1: Good data
10/06/2020 15:30:00,13.15,1: Good data
10/06/2020 15:45:00,13.15,1: Good data
10/06/2020 16:00:00,13.15,1: Good data
10/06/2020 16:15:00,13.15,1: Good data
10/06/2020 16:30:00,13.15,1: Good data
10/06/2020 16:45:00,13.14,1: Good data
10/06/2020 17:00:00,13.14,1: Good data
10/06/2020 17:15:00,13.14,1: Good data
10/06/2020 17:30:00,13.14,1: Good data
10/06/2020 17:45:00,13.13,1: Good data
10/06/2020 18:00:00,13.14,1: Good data
10/06/2020 18:15:00,13.14,1: Good data
10/06/2020 18:30:00,13.14,1: Good data
10/06/2020 18:45:00,13.13,1: Good data
10/06/2020 19:00:00,13.13,1: Good data
10/06/2020 19:15:00,13.13,1: Good data
10/06/2020 19:30:00,13.12,1: Good data
10/06/2020 19:45:00,13.13,1: Good data
10/06/2020 20:00:00,13.13,1: Good data
10/06/2020 20:15:00,13.11,1: Good data
10/06/2020 20:30:00,13.12,1: Good data
10/06/2020 20:45:00,13.13,1: Good data
10/06/2020 21:00:00,13.13,1: Good data
10/06/2020 21:15:00,13.13,1: Good data
10/06/2020 21:30:00,13.13,1: Good data
10/06/2020 21:45:00,13.13,1: Good data
10/06/2020 22:00:00,13.14,1: Good data
10/06/2020 22:15:00,13.13,1: Good data
10/06/2020 22:30:00,13.15,1: Good data
10/06/2020 22:45:00,13.14,1: Good data
10/06/2020 23:00:00,13.15,1: Good data
10/06/2020 23:15:00,13.16,1: Good data
10/06/2020 23:30:00,13.16,1: Good data
10/06/2020 23:45:00,13.16,1: Good data
10/07/2020 00:00:00,13.16,1: Good data
10/07/2020 00:15:00,13.17,1: Good data
10/07/2020 00:30:00,13.18,1: Good data
10/07/2020 00:45:00,13.17,1: Good data
10/07/2020 01:00:00,13.18,1: Good data
10/07/2020 01:15:00,13.17,1: Good data
10/07/2020 01:30:00,13.18,1: Good data
10/07/2020 01:45:00,13.18,1: Good data
10/07/2020 02:00:00,13.19,1: Good data
10/07/2020 02:15:00,13.19,1: Good data
10/07/2020 02:30:00,13.19,1: Good data
10/07/2020 02:45:00,13.19,1: Good data
10/07/2020 03:00:00,13.19,1: Good data
10/07/2020 03:15:00,13.2,1: Good data
10/07/2020 03:30:00,13.19,1: Good data
10/07/2020 03:45:00,13.19,1: Good data
